¿Cuál es su sexo?;¿Cuál es su año de nacimiento?;Edad;¿Cuál es su Nacionalidad?;"Ha seleccionado ""Otra"", por favor, indíquela:";Código Postal;¿Cuál es su nivel de estudios alcanzados?;Situación profesional:;"Ha seleccionado ""Otra situación"", por favor, especifique:";¿Con qué frecuencia visita la estación de esquí y montaña de Sierra Nevada en invierno?;¿Con qué frecuencia visita  la estación en conjunto? (Invierno y Verano);¿Qué opinión tiene de las actividades ofertadas?;Servicio de venta de forfaits;Servicio de atención al cliente;Colas en el Centro de Atención al Usuario (Atención al cliente y Taquillas);Colas en el acceso a los remontes;Preparación de las pistas;Número y variedad de pistas;Áreas recreativas y lúdicas para no esquiadores;Snowpark;Servicio de aparcamiento de pago (parking);Accesos por carretera a la estación de esqui, snowboard y montaña de Sierra Nevada;Movilidad en la urbanización;Mantenimiento y limpieza de la urbanización;¿Qué probabilidades hay de que recomiende Sierra Nevada a un amigo o compañero?;Created;Updated
Masculino;1958;66;Española;;11403;Grado / Licenciado / Doctorado;Jubilado;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;3;3;7;6;5;5;3;4;1;6;8;10/1/2024 14:29;10/1/2024 14:29
Femenino;1993;31;Española;;10813;EGB / Primaria / ESO / FP Medio;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;7;7;7;7;7;7;7;7;7;7;7;7;10/1/2024 14:18;10/1/2024 14:18
Masculino;1993;31;Española;;4600;Bachiller/ FP Superior;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;4;3;5;3;7;6;6;6;7;6;4;5;8;10/1/2024 14:11;10/1/2024 14:11
Masculino;1986;38;Española;;41807;EGB / Primaria / ESO / FP Medio;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;6;7;6;6;6;6;6;7;6;6;7;6;8/1/2024 17:59;8/1/2024 17:59
Femenino;1970;54;Otra;;;Grado / Licenciado / Doctorado;Trabaja;;;Más de 25 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;5;4;4;7;7;2;8;1;7;1;1;10;8/1/2024 21:27;8/1/2024 21:27
Femenino;1988;36;Española;;30120;Grado / Licenciado / Doctorado;Trabaja;;;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;9;9;9;5;6;6;8;5;8;8;8;8;10;8/1/2024 21:19;8/1/2024 21:19
Masculino;1992;32;Española;;41300;Bachiller/ FP Superior;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;9;8;7;7;8;7;8;4;3;6;8;10;8/1/2024 21:19;8/1/2024 21:19
Masculino;1976;48;Española;;14004;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;10;10;10;5;10;7;6;0;9;10;10;10;10;8/1/2024 21:15;8/1/2024 21:15
Femenino;2008;16;Española;;41089;EGB / Primaria / ESO / FP Medio;Estudia;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;8;7;6;0;7;7;7;7;6;6;8;8;10/1/2024 13:35;10/1/2024 13:35
Masculino;1980;44;Española;;41006;EGB / Primaria / ESO / FP Medio;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muy pocas actividades, es reducida la oferta.;9;7;6;6;9;6;6;7;5;6;4;6;7;10/1/2024 13:35;10/1/2024 13:35
Masculino;1992;32;Española;;11201;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;6;7;8;6;9;6;6;8;7;8;9;9;7;10/1/2024 13:27;10/1/2024 13:27
Masculino;1983;41;Española;;11500;Grado / Licenciado / Doctorado;Trabaja;;;Entre 7 y 15 días al año;Muchas actividades, la oferta es abundante.;6;6;4;4;6;7;7;6;5;6;6;7;8;10/1/2024 13:27;10/1/2024 13:27
Masculino;1977;47;Española;;41927;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;10;5;5;7;7;9;5;6;7;6;7;6;7;10/1/2024 13:23;10/1/2024 13:23
Femenino;1974;50;Española;;41089;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;7;6;7;8;7;7;7;7;6;8;8;10/1/2024 13:22;10/1/2024 13:22
Masculino;1996;28;Española;;41020;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;10;8;5;5;8;9;8;8;10;8;8;9;8;10/1/2024 13:16;10/1/2024 13:16
Femenino;1976;48;Española;;41110;Grado / Licenciado / Doctorado;Trabaja;;;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;5;5;2;4;7;7;7;2;6;3;5;8;10/1/2024 13:14;10/1/2024 13:14
Masculino;1995;29;Española;;6300;Bachiller/ FP Superior;Trabaja;;;Es mi primera visita;Suficientes actividades, la oferta se ajusta a las necesidades;8;6;0;6;5;6;7;5;5;0;5;0;7;10/1/2024 13:11;10/1/2024 13:11
Femenino;1978;46;Española;;18220;Grado / Licenciado / Doctorado;Trabaja;;;Entre 7 y 15 días al año;Muchas actividades, la oferta es abundante.;10;9;8;7;9;7;9;0;10;9;7;8;10;8/1/2024 21:10;8/1/2024 21:10
Masculino;1977;47;Española;;41110;Bachiller/ FP Superior;Trabaja;;;Entre 15 y 25 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;6;6;2;4;4;6;6;1;6;5;6;7;10/1/2024 13:03;10/1/2024 13:03
Masculino;1981;43;Española;;14001;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muy pocas actividades, es reducida la oferta.;8;7;7;7;7;8;3;8;7;7;5;7;7;10/1/2024 13:00;10/1/2024 13:00
Femenino;1971;53;Española;;41001;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;4;2;3;1;8;5;5;5;8;8;5;8;6;8/1/2024 17:49;8/1/2024 17:49
Masculino;1990;34;Española;;41360;EGB / Primaria / ESO / FP Medio;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;5;7;7;8;8;7;7;7;4;7;5;7;8;10/1/2024 12:54;10/1/2024 12:54
Femenino;1981;43;Española;;29603;Bachiller/ FP Superior;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;7;5;6;6;4;6;6;6;6;4;6;8/1/2024 17:44;8/1/2024 17:44
Masculino;1993;31;Española;;41020;Grado / Licenciado / Doctorado;Desempleado;;;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;9;7;10;9;8;4;7;6;1;8;8;8;8;10/1/2024 12:35;10/1/2024 12:35
Masculino;1990;34;Española;;41520;Bachiller/ FP Superior;Desempleado;;;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;7;6;7;7;8;8;8;6;7;7;7;6;8/1/2024 17:33;8/1/2024 17:33
Masculino;1993;31;Española;;41020;Grado / Licenciado / Doctorado;Desempleado;;;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;9;7;10;9;8;4;7;6;1;8;8;8;8;10/1/2024 12:32;10/1/2024 12:32
Masculino;1993;31;Española;;29660;Bachiller/ FP Superior;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;6;6;6;6;8;6;8;7;8;8;8;8;8;10/1/2024 12:27;10/1/2024 12:27
Masculino;1994;30;Española;;41640;Bachiller/ FP Superior;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;8;5;4;9;10;5;9;7;7;8;9;8;10/1/2024 12:23;10/1/2024 12:23
Femenino;1998;26;Española;;3311;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;9;5;5;8;9;7;6;6;6;7;8;8;10/1/2024 12:19;10/1/2024 12:19
Masculino;1991;33;Española;;30140;Grado / Licenciado / Doctorado;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;6;4;5;5;7;5;5;5;4;6;6;6;6;8/1/2024 17:32;8/1/2024 17:32
Femenino;1981;43;Española;;46210;Bachiller/ FP Superior;Trabaja;;;Es mi primera visita;Suficientes actividades, la oferta se ajusta a las necesidades;10;10;0;10;10;10;10;10;10;0;10;0;10;8/1/2024 20:48;8/1/2024 20:48
Masculino;1991;33;Española;;18010;EGB / Primaria / ESO / FP Medio;Trabaja;;;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;5;5;5;2;8;0;8;5;2;2;4;8;8;10/1/2024 12:11;10/1/2024 12:11
Femenino;1967;57;Española;;18630;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;5;5;5;0;0;0;6;0;7;8;5;7;8;10/1/2024 12:06;10/1/2024 12:06
Femenino;1981;43;Española;;29010;Grado / Licenciado / Doctorado;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;7;5;5;9;6;6;5;5;9;3;9;8;10/1/2024 11:59;10/1/2024 11:59
Masculino;1970;54;Española;;23003;EGB / Primaria / ESO / FP Medio;Desempleado;;;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;6;5;5;7;4;0;0;1;8;3;5;6;8/1/2024 17:27;8/1/2024 17:27
Masculino;1979;45;Española;;21449;Grado / Licenciado / Doctorado;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;5;5;3;7;7;7;7;6;7;8;8;7;10/1/2024 11:54;10/1/2024 11:54
Masculino;1974;50;Española;;41807;Bachiller/ FP Superior;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;6;6;1;3;9;8;5;5;2;7;6;5;6;8/1/2024 17:11;8/1/2024 17:11
Masculino;1976;48;Española;;14006;Grado / Licenciado / Doctorado;Trabaja;;Más de 25 días al año;Más de 25 días al año;Muchas actividades, la oferta es abundante.;5;1;5;5;8;8;8;1;3;4;2;5;6;8/1/2024 17:07;8/1/2024 17:07
Masculino;1989;35;Española;;18211;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muy pocas actividades, es reducida la oferta.;6;5;3;2;6;7;6;3;2;4;5;5;6;8/1/2024 17:07;8/1/2024 17:07
Femenino;1997;27;Española;;41010;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muy pocas actividades, es reducida la oferta.;7;0;6;4;5;7;0;0;7;7;7;7;6;8/1/2024 17:05;8/1/2024 17:05
Masculino;1991;33;Española;;28049;Grado / Licenciado / Doctorado;Trabaja;;;Es mi primera visita;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;0;5;7;7;7;7;6;0;7;0;10;8/1/2024 20:42;8/1/2024 20:42
Masculino;1997;27;Española;;11405;Grado / Licenciado / Doctorado;Estudia;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;7;5;3;5;5;5;4;1;4;6;7;7;10/1/2024 11:24;10/1/2024 11:24
Masculino;1976;48;Española;;21004;Bachiller/ FP Superior;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;5;5;3;9;8;2;2;4;5;7;7;8;10/1/2024 11:19;10/1/2024 11:19
Masculino;1980;44;Española;;29010;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;6;6;6;2;7;6;5;5;5;7;4;6;7;10/1/2024 11:13;10/1/2024 11:13
Masculino;1971;53;Española;;30001;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;9;10;7;6;8;8;7;8;8;8;7;8;8;10/1/2024 11:09;10/1/2024 11:09
Masculino;1990;34;Española;;30162;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;7;7;1;9;7;7;7;7;7;7;8;10;8/1/2024 20:24;8/1/2024 20:24
Masculino;1971;53;Española;;11520;Bachiller/ FP Superior;Trabaja;;;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;5;4;3;7;7;7;8;3;4;2;2;10;8/1/2024 19:59;8/1/2024 19:59
Masculino;1989;35;Española;;18194;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muchas actividades, la oferta es abundante.;10;9;9;7;7;9;9;8;9;8;10;9;10;8/1/2024 19:54;8/1/2024 19:54
Masculino;1997;27;Española;;28863;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muy pocas actividades, es reducida la oferta.;6;5;6;8;5;6;6;5;8;6;5;6;8;10/1/2024 10:32;10/1/2024 10:32
Masculino;1996;28;Española;;41020;Grado / Licenciado / Doctorado;Estudia;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;9;3;5;4;6;6;7;6;6;8;6;7;6;8/1/2024 17:04;8/1/2024 17:04
Femenino;2003;21;Española;;29007;Bachiller/ FP Superior;Estudia;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;9;7;2;3;9;10;8;9;1;2;6;8;10;8/1/2024 19:52;8/1/2024 19:52
Masculino;1996;28;Española;;28814;Grado / Licenciado / Doctorado;Trabaja;;;Es mi primera visita;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;0;5;7;6;7;6;1;0;6;0;7;10/1/2024 10:26;10/1/2024 10:26
Masculino;1987;37;Española;;41300;EGB / Primaria / ESO / FP Medio;Trabaja;;;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;5;5;5;0;0;0;5;0;5;8;8;2;10;8/1/2024 19:45;8/1/2024 19:45
Masculino;1971;53;Española;;18500;Grado / Licenciado / Doctorado;Trabaja;;;Entre 7 y 15 días al año;Muy pocas actividades, es reducida la oferta.;4;7;7;6;7;6;6;7;2;2;3;5;6;8/1/2024 17:04;8/1/2024 17:04
Masculino;1990;34;Española;;30140;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muchas actividades, la oferta es abundante.;10;8;8;5;8;10;9;8;9;10;9;9;10;8/1/2024 19:40;8/1/2024 19:40
Femenino;1996;28;Española;;18001;Grado / Licenciado / Doctorado;Trabaja;;;Más de 25 días al año;Muchas actividades, la oferta es abundante.;10;10;8;7;9;10;10;7;6;7;8;8;10;10/1/2024 14:30;10/1/2024 14:30
Femenino;1986;38;Española;;30140;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;4;5;4;8;7;7;6;5;6;3;4;6;8/1/2024 16:56;8/1/2024 16:56
Masculino;1990;34;Española;;30648;EGB / Primaria / ESO / FP Medio;Trabaja;;;Es mi primera visita;Suficientes actividades, la oferta se ajusta a las necesidades;5;5;0;5;5;5;5;5;5;0;5;0;8;10/1/2024 10:05;10/1/2024 10:05
Masculino;1995;29;Española;;45003;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;8;7;7;8;8;8;7;8;7;8;8;10/1/2024 10:01;10/1/2024 10:01
Femenino;1996;28;Española;;41807;Grado / Licenciado / Doctorado;Desempleado;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;8;8;3;10;10;8;8;3;8;8;8;10;8/1/2024 19:16;8/1/2024 19:16
Femenino;1994;30;Española;;11009;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muchas actividades, la oferta es abundante.;10;10;9;8;8;7;8;8;5;9;9;9;10;8/1/2024 19:05;8/1/2024 19:05
Femenino;1990;34;Española;;11100;EGB / Primaria / ESO / FP Medio;Trabaja;;;Es mi primera visita;Suficientes actividades, la oferta se ajusta a las necesidades;7;7;0;7;8;8;8;8;8;0;8;0;8;10/1/2024 09:40;10/1/2024 09:40
Masculino;1982;42;Española;;29740;EGB / Primaria / ESO / FP Medio;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muy pocas actividades, es reducida la oferta.;8;8;7;3;9;9;8;5;7;7;8;8;6;8/1/2024 16:33;8/1/2024 16:33
Femenino;1999;25;Española;;11010;Grado / Licenciado / Doctorado;Otra;Trabajo  y estudio;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;3;6;5;6;6;8;6;6;3;6;6;7;8;10/1/2024 09:36;10/1/2024 09:36
Masculino;1995;29;Española;;11403;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muchas actividades, la oferta es abundante.;10;7;7;4;6;10;8;10;10;10;10;10;10;8/1/2024 19:04;8/1/2024 19:04
Masculino;1979;45;Española;;11405;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;6;7;4;3;7;8;4;2;5;6;8;8;8;10/1/2024 09:35;10/1/2024 09:35
Masculino;1973;51;Española;;29010;Grado / Licenciado / Doctorado;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;6;5;4;3;7;5;5;5;6;7;0;7;8;10/1/2024 09:32;10/1/2024 09:32
Masculino;1981;43;Española;;18210;Bachiller/ FP Superior;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;8;6;8;8;8;8;5;6;5;7;8;10/1/2024 09:19;10/1/2024 09:19
Masculino;1989;35;Española;;18008;Bachiller/ FP Superior;Trabaja;;;Más de 25 días al año;Muy pocas actividades, es reducida la oferta.;6;7;5;7;10;7;3;5;1;1;1;1;10;8/1/2024 19:03;8/1/2024 19:03
Femenino;1984;40;Española;;18220;Grado / Licenciado / Doctorado;Trabaja;;;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;4;3;8;10;10;8;9;6;7;6;7;10;8/1/2024 18:57;8/1/2024 18:57
Masculino;1979;45;Española;;30140;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;4;5;5;4;8;7;5;6;4;7;1;3;6;8/1/2024 16:17;8/1/2024 16:17
Masculino;1974;50;Española;;28043;Grado / Licenciado / Doctorado;Trabaja;;;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;5;6;2;0;0;0;5;0;1;5;5;6;6;8/1/2024 16:16;8/1/2024 16:16
Femenino;1980;44;Española;;29010;Grado / Licenciado / Doctorado;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;5;5;2;0;0;0;5;0;4;7;3;6;8;10/1/2024 08:05;10/1/2024 08:05
Masculino;1976;48;Española;;23740;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;7;8;5;7;6;8;6;7;6;3;4;6;8/1/2024 16:11;8/1/2024 16:11
Masculino;1989;35;Española;;41011;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;7;7;8;8;8;7;6;7;7;7;8;10/1/2024 01:47;10/1/2024 01:47
Masculino;1989;35;Española;;10813;EGB / Primaria / ESO / FP Medio;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;7;1;7;7;7;7;7;1;7;5;7;8;10/1/2024 01:12;10/1/2024 01:12
Masculino;1992;32;Española;;46295;Bachiller/ FP Superior;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;10;10;9;1;10;10;8;6;9;10;7;10;10;8/1/2024 18:57;8/1/2024 18:57
Masculino;2000;24;Otra;Italiana;;Bachiller/ FP Superior;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;8;6;7;9;8;6;8;6;6;9;8;8;10/1/2024 00:59;10/1/2024 00:59
Masculino;1995;29;Española;;11403;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muchas actividades, la oferta es abundante.;7;7;5;7;10;10;10;10;10;10;10;10;10;8/1/2024 18:46;8/1/2024 18:46
Masculino;1976;48;Española;;18005;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;5;5;5;5;5;8;7;8;6;8;6;7;6;8/1/2024 16:09;8/1/2024 16:09
Ninguno de los anteriores;1999;25;Francesa;;;Sin estudios o inacabada primaria;Desempleado;;;Es mi primera visita;Muchas actividades, la oferta es abundante.;10;9;0;0;0;0;9;0;10;0;9;0;8;10/1/2024 00:30;10/1/2024 00:30
Masculino;1987;37;Española;;14610;Grado / Licenciado / Doctorado;Trabaja;;;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;6;8;8;8;8;0;8;8;8;9;10;8/1/2024 18:44;8/1/2024 18:44
Femenino;1994;30;Española;;29720;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;7;8;4;6;6;8;7;5;6;7;8;7;10/1/2024 00:25;10/1/2024 00:25
Masculino;1973;51;Española;;11130;Grado / Licenciado / Doctorado;Estudia;;;Menos de 7 días al año;Muchas actividades, la oferta es abundante.;6;6;4;4;9;7;6;5;4;7;7;5;6;8/1/2024 16:09;8/1/2024 16:09
Masculino;1979;45;Española;;30140;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muy pocas actividades, es reducida la oferta.;3;3;1;3;8;6;4;4;5;8;3;3;6;8/1/2024 16:08;8/1/2024 16:08
Masculino;1986;38;Española;;41500;Bachiller/ FP Superior;Desempleado;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;3;4;1;5;7;8;4;5;4;4;3;6;8/1/2024 15:55;8/1/2024 15:55
Masculino;1977;47;Española;;29010;Grado / Licenciado / Doctorado;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;6;5;6;3;7;6;6;5;6;8;4;7;7;10/1/2024 00:08;10/1/2024 00:08
Masculino;1990;34;Española;;30400;EGB / Primaria / ESO / FP Medio;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muchas actividades, la oferta es abundante.;10;10;10;3;10;10;10;10;10;3;3;8;10;8/1/2024 18:39;8/1/2024 18:39
Masculino;1996;28;Española;;11540;Bachiller/ FP Superior;Estudia;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;7;4;6;6;7;5;6;3;4;6;6;7;10/1/2024 00:00;10/1/2024 00:00
Masculino;1977;47;Española;;29010;Grado / Licenciado / Doctorado;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;6;3;2;7;4;7;5;6;8;4;7;8;9/1/2024 23:56;9/1/2024 23:56
